StationID,TestMaterial,CompositeID,SampleDate,ParameterCode,SampleCollectionTime,SampleType,Qualifier,Result,Units,LabCode,Comments
GVWAT3,Creek Water,,2011-11-06,pH,11:00:00 AM,Average,,8.68,pH,SBCK,
GVWAT3,Creek Water,,2011-11-06,Temp,11:00:00 AM,Average,,15.6,Deg C,SBCK,
GVWAT3,Creek Water,,2011-11-06,TURB,11:00:00 AM,Average,,21.2,NTU,SBCK,
GVWAT3,Creek Water,,2011-12-04,Conductivity,11:36:00 AM,Average,,2020,uS,SBCK,
GVWAT3,Creek Water,,2011-12-04,pH,11:36:00 AM,Average,,9.04,pH,SBCK,
GVWAT3,Creek Water,,2011-12-04,TURB,11:36:00 AM,Average,,0.27,NTU,SBCK,
GVWAT3,Creek Water,,2012-01-08,Conductivity,11:34:00 AM,Average,,1899,uS,SBCK,
GVWAT3,Creek Water,,2012-01-08,pH,11:34:00 AM,Average,,8.84,pH,SBCK,
GVWAT3,Creek Water,,2012-01-08,TURB,11:34:00 AM,Average,,1.13,NTU,SBCK,
GVWAT3,Creek Water,,2012-02-05,Conductivity,11:34:00 AM,Average,,1735,uS,SBCK,
GVWAT3,Creek Water,,2012-02-05,pH,11:34:00 AM,Average,,8.76,pH,SBCK,
GVWAT3,Creek Water,,2012-02-05,TURB,11:34:00 AM,Average,,3.33,NTU,SBCK,
GVWAT3,Creek Water,,2012-03-04,Conductivity,2:45:00 PM,Average,,1840,uS,SBCK,
GVWAT3,Creek Water,,2012-03-04,DO,2:45:00 PM,Average,,16.76,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2012-03-04,DO % Sat,2:45:00 PM,Average,,184.23,% Sat,SBCK,
GVWAT3,Creek Water,,2012-03-04,pH,2:45:00 PM,Average,,8.67,pH,SBCK,
GVWAT3,Creek Water,,2012-03-04,Temp,2:45:00 PM,Average,,20.3,Deg C,SBCK,
GVWAT3,Creek Water,,2012-03-04,TURB,2:45:00 PM,Average,,3.26,NTU,SBCK,
GVWAT3,Creek Water,,2012-04-15,Conductivity,11:32:00 AM,Average,,1627,uS,SBCK,
GVWAT3,Creek Water,,2012-04-15,pH,11:32:00 AM,Average,,8.58,pH,SBCK,
GVWAT3,Creek Water,,2012-04-15,TURB,11:32:00 AM,Average,,4.97,NTU,SBCK,
GVWAT3,Creek Water,,2012-05-08,Conductivity,4:54:00 PM,Average,,1884,uS,SBCK,
GVWAT3,Creek Water,,2012-05-08,DO,4:54:00 PM,Average,,15.57,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2012-05-08,DO % Sat,4:54:00 PM,Average,,188.83,% Sat,SBCK,
GVWAT3,Creek Water,,2012-05-08,pH,4:54:00 PM,Average,,8.6,pH,SBCK,
GVWAT3,Creek Water,,2012-05-08,Temp,4:54:00 PM,Average,,24.7,Deg C,SBCK,
GVWAT3,Creek Water,,2012-05-08,TURB,4:54:00 PM,Average,,1.85,NTU,SBCK,
GVWAT3,Creek Water,,2012-06-03,Conductivity,11:36:00 AM,Average,,1585,uS,SBCK,
GVWAT3,Creek Water,,2012-06-03,DO,11:36:00 AM,Average,,11.33,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2012-06-03,DO % Sat,11:36:00 AM,Average,,122.87,% Sat,SBCK,
GVWAT3,Creek Water,,2012-06-03,pH,11:36:00 AM,Average,,8.39,pH,SBCK,
GVWAT3,Creek Water,,2012-06-03,Temp,11:36:00 AM,Average,,19.1,Deg C,SBCK,
GVWAT3,Creek Water,,2012-06-03,TURB,11:36:00 AM,Average,,0,NTU,SBCK,
GVWAT3,Creek Water,,2012-07-12,Conductivity,4:10:00 PM,Average,,1940,uS,SBCK,
GVWAT3,Creek Water,,2012-07-12,DO,4:10:00 PM,Average,,10.03,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2012-07-12,DO % Sat,4:10:00 PM,Average,,112.4,% Sat,SBCK,
GVWAT3,Creek Water,,2012-07-12,pH,4:10:00 PM,Average,,8.32,pH,SBCK,
GVWAT3,Creek Water,,2012-07-12,Temp,4:10:00 PM,Average,,20.8,Deg C,SBCK,
GVWAT3,Creek Water,,2012-07-12,TURB,4:10:00 PM,Average,,0.31,NTU,SBCK,
GVWAT3,Creek Water,Diel PM,2012-07-17,Conductivity,4:47:00 PM,Average,,1591,uS,SBCK,
GVWAT3,Creek Water,Diel AM,2012-07-17,Conductivity,5:50:00 AM,Average,,1854,uS,SBCK,
GVWAT3,Creek Water,Diel AM,2012-07-17,DO,5:50:00 AM,Average,,5.92,mg/L ppm,SBCK,
GVWAT3,Creek Water,Diel PM,2012-07-17,DO,4:47:00 PM,Average,>,20,mg/L ppm,SBCK,
GVWAT3,Creek Water,Diel AM,2012-07-17,DO % Sat,5:50:00 AM,Average,,61.7,% Sat,SBCK,
GVWAT3,Creek Water,Diel PM,2012-07-17,DO % Sat,4:47:00 PM,Average,>,200,% Sat,SBCK,MDL
GVWAT3,Creek Water,Diel AM,2012-07-17,pH,5:50:00 AM,Average,,8.02,pH,SBCK,
GVWAT3,Creek Water,Diel PM,2012-07-17,pH,4:47:00 PM,Average,,8.45,pH,SBCK,
GVWAT3,Creek Water,Diel AM,2012-07-17,Temp,5:50:00 AM,Average,,17.5,Deg C,SBCK,
GVWAT3,Creek Water,Diel PM,2012-07-17,Temp,4:47:00 PM,Average,,24,Deg C,SBCK,
GVWAT3,Creek Water,Diel PM,2012-07-17,TURB,4:47:00 PM,Average,,0.58,NTU,SBCK,
GVWAT3,Creek Water,Diel AM,2012-07-17,TURB,5:50:00 AM,Average,,2.07,NTU,SBCK,
GVWAT3,Creek Water,,2012-08-04,Conductivity,11:10:00 AM,Average,,1885,uS,SBCK,
GVWAT3,Creek Water,,2012-08-04,DO,11:10:00 AM,Average,,11.42,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2012-08-04,DO % Sat,11:10:00 AM,Average,,135.6,% Sat,SBCK,
GVWAT3,Creek Water,,2012-08-04,pH,11:10:00 AM,Average,,8.27,pH,SBCK,
GVWAT3,Creek Water,,2012-08-04,Temp,11:10:00 AM,Average,,24,Deg C,SBCK,
GVWAT3,Creek Water,,2012-08-04,TURB,11:10:00 AM,Average,,2.14,NTU,SBCK,
GVWAT3,Creek Water,Diel PM,2012-09-13,Conductivity,1:46:00 PM,Average,,1686,uS,SBCK,
GVWAT3,Creek Water,Diel AM,2012-09-13,Conductivity,5:23:00 AM,Average,,1730,uS,SBCK,
GVWAT3,Creek Water,Diel AM,2012-09-13,DO,5:23:00 AM,Average,,6.77,mg/L ppm,SBCK,
GVWAT3,Creek Water,Diel PM,2012-09-13,DO,1:46:00 PM,Average,,10.61,mg/L ppm,SBCK,
GVWAT3,Creek Water,Diel AM,2012-09-13,DO % Sat,5:23:00 AM,Average,,72,% Sat,SBCK,
GVWAT3,Creek Water,Diel PM,2012-09-13,DO % Sat,1:46:00 PM,Average,,133.73,% Sat,SBCK,
GVWAT3,Creek Water,Diel AM,2012-09-13,pH,5:23:00 AM,Average,,8.04,pH,SBCK,
GVWAT3,Creek Water,Diel PM,2012-09-13,pH,1:46:00 PM,Average,,8.36,pH,SBCK,
GVWAT3,Creek Water,Diel AM,2012-09-13,Temp,5:23:00 AM,Average,,18.6,Deg C,SBCK,
GVWAT3,Creek Water,Diel PM,2012-09-13,Temp,1:46:00 PM,Average,,27.4,Deg C,SBCK,
GVWAT3,Creek Water,,2012-10-07,Conductivity,11:23:00 AM,Average,,1980,uS,SBCK,
GVWAT3,Creek Water,,2012-10-07,DO,11:23:00 AM,Average,,10.58,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2012-10-07,DO % Sat,11:23:00 AM,Average,,122.53,% Sat,SBCK,
GVWAT3,Creek Water,,2012-10-07,pH,11:23:00 AM,Average,,8.29,pH,SBCK,
GVWAT3,Creek Water,,2012-10-07,Temp,11:23:00 AM,Average,,22.4,Deg C,SBCK,
GVWAT3,Creek Water,,2012-10-07,TURB,11:23:00 AM,Average,,6.54,NTU,SBCK,
GVWAT3,Creek Water,,2012-11-04,Conductivity,11:46:00 AM,Average,,1442,uS,SBCK,
GVWAT3,Creek Water,,2012-11-04,pH,11:46:00 AM,Average,,9.08,pH,SBCK,
GVWAT3,Creek Water,,2012-11-04,Temp,11:46:00 AM,Average,,23.1,Deg C,SBCK,
GVWAT3,Creek Water,,2012-11-04,TURB,11:46:00 AM,Average,,3.5,NTU,SBCK,
GVWAT3,Creek Water,,2012-12-04,Conductivity,4:30:00 PM,Average,,1968,uS,SBCK,
GVWAT3,Creek Water,,2012-12-04,DO,4:30:00 PM,Average,,11.6,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2012-12-04,DO % Sat,4:30:00 PM,Average,,114.8,% Sat,SBCK,
GVWAT3,Creek Water,,2012-12-04,pH,4:30:00 PM,Average,,8.15,pH,SBCK,
GVWAT3,Creek Water,,2012-12-04,Temp,4:30:00 PM,Average,,15.4,Deg C,SBCK,
GVWAT3,Creek Water,,2012-12-04,TURB,4:30:00 PM,Average,,1.8,NTU,SBCK,
GVWAT3,Creek Water,,2013-01-06,Conductivity,11:25:00 AM,Average,,1305,uS,SBCK,
GVWAT3,Creek Water,,2013-01-06,DO,11:25:00 AM,Average,,19.93,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2013-01-06,DO % Sat,11:25:00 AM,Average,,179.93,% Sat,SBCK,
GVWAT3,Creek Water,,2013-01-06,pH,11:25:00 AM,Average,,8.83,pH,SBCK,
GVWAT3,Creek Water,,2013-01-06,Temp,11:25:00 AM,Average,,11.2,Deg C,SBCK,
GVWAT3,Creek Water,,2013-01-06,TURB,11:25:00 AM,Average,,9.4,NTU,SBCK,
GVWAT3,Creek Water,,2013-02-03,Conductivity,11:50:00 AM,Average,,1808,uS,SBCK,
GVWAT3,Creek Water,,2013-02-03,pH,11:50:00 AM,Average,,8.99,pH,SBCK,
GVWAT3,Creek Water,,2013-02-03,TURB,11:50:00 AM,Average,,0,NTU,SBCK,
GVWAT3,Creek Water,,2013-03-03,Conductivity,11:00:00 AM,Average,,1878,uS,SBCK,
GVWAT3,Creek Water,,2013-03-03,pH,11:00:00 AM,Average,,8.91,pH,SBCK,
GVWAT3,Creek Water,,2013-03-03,Temp,11:00:00 AM,Average,,19.4,Deg C,SBCK,
GVWAT3,Creek Water,,2013-04-07,Conductivity,10:51:00 AM,Average,,1666,uS,SBCK,
GVWAT3,Creek Water,,2013-04-07,DO,10:51:00 AM,Average,,16.84,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2013-04-07,DO % Sat,10:51:00 AM,Average,,186.4,% Sat,SBCK,
GVWAT3,Creek Water,,2013-04-07,pH,10:51:00 AM,Average,,8.85,pH,SBCK,
GVWAT3,Creek Water,,2013-04-07,Temp,10:51:00 AM,Average,,20.4,Deg C,SBCK,
GVWAT3,Creek Water,,2013-05-05,Conductivity,11:15:00 AM,Average,,1882,uS,SBCK,
GVWAT3,Creek Water,,2013-05-05,DO,11:15:00 AM,Average,,18.3,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2013-05-05,DO % Sat,11:15:00 AM,Average,,205.83,% Sat,SBCK,
GVWAT3,Creek Water,,2013-05-05,pH,11:15:00 AM,Average,,8.62,pH,SBCK,
GVWAT3,Creek Water,,2013-05-05,Temp,11:15:00 AM,Average,,21.1,Deg C,SBCK,
GVWAT3,Creek Water,,2013-06-02,Conductivity,11:31:00 AM,Average,,1895,uS,SBCK,
GVWAT3,Creek Water,,2013-06-02,DO,11:31:00 AM,Average,,14.86,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2013-06-02,DO % Sat,11:31:00 AM,Average,,168.67,% Sat,SBCK,
GVWAT3,Creek Water,,2013-06-02,pH,11:31:00 AM,Average,,8.37,pH,SBCK,
GVWAT3,Creek Water,,2013-06-02,Temp,11:31:00 AM,Average,,21.4,Deg C,SBCK,
GVWAT3,Creek Water,,2013-07-14,Conductivity,11:15:00 AM,Average,,1783,uS,SBCK,
GVWAT3,Creek Water,,2013-07-14,DO,11:15:00 AM,Average,,13.29,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2013-07-14,DO % Sat,11:15:00 AM,Average,,168.9,% Sat,SBCK,
GVWAT3,Creek Water,,2013-07-14,pH,11:15:00 AM,Average,,8.26,pH,SBCK,
GVWAT3,Creek Water,,2013-07-14,Temp,11:15:00 AM,Average,,27.7,Deg C,SBCK,
GVWAT3,Creek Water,,2013-08-04,Conductivity,11:25:00 AM,Average,,1833,uS,SBCK,
GVWAT3,Creek Water,,2013-08-04,DO,11:25:00 AM,Average,,12.4,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2013-08-04,DO % Sat,11:25:00 AM,Average,,138.83,% Sat,SBCK,
GVWAT3,Creek Water,,2013-08-04,pH,11:25:00 AM,Average,,8.44,pH,SBCK,
GVWAT3,Creek Water,,2013-08-04,Temp,11:25:00 AM,Average,,21.1,Deg C,SBCK,
GVWAT3,Creek Water,,2013-09-08,Conductivity,11:26:00 AM,Average,,1837,uS,SBCK,
GVWAT3,Creek Water,,2013-09-08,DO,11:26:00 AM,Average,,11.94,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2013-09-08,DO % Sat,11:26:00 AM,Average,,145.63,% Sat,SBCK,
GVWAT3,Creek Water,,2013-09-08,pH,11:26:00 AM,Average,,8.05,pH,SBCK,
GVWAT3,Creek Water,,2013-09-08,Temp,11:26:00 AM,Average,,25.2,Deg C,SBCK,
GVWAT3,Creek Water,,2013-11-03,Conductivity,11:35:00 AM,Average,,1857,uS,SBCK,
GVWAT3,Creek Water,,2013-11-03,DO,11:35:00 AM,Average,,15.88,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2013-11-03,DO % Sat,11:35:00 AM,Average,,168.47,% Sat,SBCK,
GVWAT3,Creek Water,,2013-11-03,pH,11:35:00 AM,Average,,8.3,pH,SBCK,
GVWAT3,Creek Water,,2013-11-03,Temp,11:35:00 AM,Average,,18.2,Deg C,SBCK,
GVWAT3,Creek Water,,2013-11-03,TURB,11:35:00 AM,Average,,2.79,NTU,SBCK,
GVWAT3,Creek Water,,2013-12-08,Conductivity,12:03:00 PM,Average,,1641,uS,SBCK,Rain day before
GVWAT3,Creek Water,,2013-12-08,pH,12:03:00 PM,Average,,8.84,pH,SBCK,Rain day before
GVWAT3,Creek Water,,2013-12-08,Temp,12:03:00 PM,Average,,11.9,Deg C,SBCK,Rain day before
GVWAT3,Creek Water,,2013-12-08,TURB,12:03:00 PM,Average,,2.81,NTU,SBCK,Rain day before
GVWAT3,Creek Water,,2014-01-05,Conductivity,11:15:00 AM,Average,,1962,uS,SBCK,
GVWAT3,Creek Water,,2014-01-05,DO,11:15:00 AM,Average,>,20,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2014-01-05,DO % Sat,11:15:00 AM,Average,>,200,% Sat,SBCK,
GVWAT3,Creek Water,,2014-01-05,pH,11:15:00 AM,Average,,8.64,pH,SBCK,
GVWAT3,Creek Water,,2014-01-05,TURB,11:15:00 AM,Average,,6.39,NTU,SBCK,
GVWAT3,Creek Water,,2014-02-02,Conductivity,11:30:00 AM,Average,,1870,uS,SBCK,
GVWAT3,Creek Water,,2014-02-02,DO,11:30:00 AM,Average,>,20,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2014-02-02,DO % Sat,11:30:00 AM,Average,>,200,% Sat,SBCK,
GVWAT3,Creek Water,,2014-02-02,pH,11:30:00 AM,Average,,8.9,pH,SBCK,
GVWAT3,Creek Water,,2014-02-02,Temp,11:30:00 AM,Average,,12.3,Deg C,SBCK,
GVWAT3,Creek Water,,2014-02-02,TURB,11:30:00 AM,Average,,50.7,NTU,SBCK,
GVWAT3,Creek Water,,2014-03-02,Conductivity,12:00:00 PM,Average,,737,uS,SBCK,
GVWAT3,Creek Water,,2014-03-02,DO,12:00:00 PM,Average,,11.49,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2014-03-02,DO % Sat,12:00:00 PM,Average,,61.82,% Sat,SBCK,
GVWAT3,Creek Water,,2014-03-02,pH,12:00:00 PM,Average,,7.34,pH,SBCK,
GVWAT3,Creek Water,,2014-03-02,Temp,12:00:00 PM,Average,,14.7,Deg C,SBCK,
GVWAT3,Creek Water,,2014-03-02,TURB,12:00:00 PM,Average,,10.93,NTU,SBCK,
GVWAT3,Creek Water,,2014-04-13,Conductivity,11:50:00 AM,Average,,1495,uS,SBCK,
GVWAT3,Creek Water,,2014-04-13,DO,11:50:00 AM,Average,,19.59,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2014-04-13,DO % Sat,11:50:00 AM,Average,,226.3,% Sat,SBCK,
GVWAT3,Creek Water,,2014-04-13,pH,11:50:00 AM,Average,,8.48,pH,SBCK,
GVWAT3,Creek Water,,2014-04-13,Temp,11:50:00 AM,Average,,22.7,Deg C,SBCK,
GVWAT3,Creek Water,,2014-04-13,TURB,11:50:00 AM,Average,,1.64,NTU,SBCK,
GVWAT3,Creek Water,,2014-05-04,Conductivity,11:36:00 AM,Average,,1765,uS,SBCK,
GVWAT3,Creek Water,,2014-05-04,DO,11:36:00 AM,Average,,19.8,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2014-05-04,DO % Sat,11:36:00 AM,Average,,252.1,% Sat,SBCK,
GVWAT3,Creek Water,,2014-05-04,pH,11:36:00 AM,Average,,8.76,pH,SBCK,
GVWAT3,Creek Water,,2014-05-04,Temp,11:36:00 AM,Average,,27.8,Deg C,SBCK,
GVWAT3,Creek Water,,2014-05-04,TURB,11:36:00 AM,Average,,21.43,NTU,SBCK,
GVWAT3,Creek Water,,2014-06-08,Conductivity,12:05:00 PM,Average,,1394,uS,SBCK,
GVWAT3,Creek Water,,2014-06-08,DO,12:05:00 PM,Average,,17.71,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2014-06-08,DO % Sat,12:05:00 PM,Average,,206.5,% Sat,SBCK,
GVWAT3,Creek Water,,2014-06-08,pH,12:05:00 PM,Average,,8.71,pH,SBCK,
GVWAT3,Creek Water,,2014-06-08,Temp,12:05:00 PM,Average,,22.9,Deg C,SBCK,
GVWAT3,Creek Water,,2014-06-08,TURB,12:05:00 PM,Average,,40.83,NTU,SBCK,
GVWAT3,Creek Water,,2014-07-13,Conductivity,11:30:00 AM,Average,,1709,uS,SBCK,
GVWAT3,Creek Water,,2014-07-13,DO,11:30:00 AM,Average,,13.57,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2014-07-13,DO % Sat,11:30:00 AM,Average,,174,% Sat,SBCK,
GVWAT3,Creek Water,,2014-07-13,pH,11:30:00 AM,Average,,8.57,pH,SBCK,
GVWAT3,Creek Water,,2014-07-13,Temp,11:30:00 AM,Average,,28.2,Deg C,SBCK,
GVWAT3,Creek Water,,2014-07-13,TURB,11:30:00 AM,Average,,3.55,NTU,SBCK,
GVWAT3,Creek Water,,2014-08-03,DO,11:30:00 AM,Average,,12.51,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2014-08-03,DO % Sat,11:30:00 AM,Average,,142.7,% Sat,SBCK,
GVWAT3,Creek Water,,2014-08-03,pH,11:30:00 AM,Average,,7.98,pH,SBCK,
GVWAT3,Creek Water,,2014-08-03,Temp,11:30:00 AM,Average,,21.9,Deg C,SBCK,
GVWAT3,Creek Water,,2014-08-03,TURB,11:30:00 AM,Average,,1.48,NTU,SBCK,
GVWAT3,Creek Water,,2014-09-07,Conductivity,11:31:00 AM,Average,,1744,uS,SBCK,
GVWAT3,Creek Water,,2014-09-07,DO,11:31:00 AM,Average,,13.78,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2014-09-07,DO % Sat,11:31:00 AM,Average,,164.9,% Sat,SBCK,
GVWAT3,Creek Water,,2014-09-07,pH,11:31:00 AM,Average,,7.99,pH,SBCK,
GVWAT3,Creek Water,,2014-09-07,Temp,11:31:00 AM,Average,,24.2,Deg C,SBCK,
GVWAT3,Creek Water,,2014-09-07,TURB,11:31:00 AM,Average,,21.9,NTU,SBCK,
GVWAT3,Creek Water,,2014-10-05,Conductivity,11:03:00 AM,Average,,2120,uS,SBCK,
GVWAT3,Creek Water,,2014-10-05,DO,11:03:00 AM,Average,,13.19,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2014-10-05,DO % Sat,11:03:00 AM,Average,,160.4,% Sat,SBCK,
GVWAT3,Creek Water,,2014-10-05,pH,11:03:00 AM,Average,,8.41,pH,SBCK,
GVWAT3,Creek Water,,2014-10-05,Temp,11:03:00 AM,Average,,25.2,Deg C,SBCK,
GVWAT3,Creek Water,,2014-10-05,TURB,11:03:00 AM,Average,,6.75,NTU,SBCK,
GVWAT3,Creek Water,,2014-11-09,Conductivity,11:54:00 AM,Average,,1855,uS,SBCK,
GVWAT3,Creek Water,,2014-11-09,DO,11:54:00 AM,Average,,14.73,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2014-11-09,DO % Sat,11:54:00 AM,Average,,173.8,% Sat,SBCK,
GVWAT3,Creek Water,,2014-11-09,pH,11:54:00 AM,Average,,8.9,pH,SBCK,
GVWAT3,Creek Water,,2014-11-09,Temp,11:54:00 AM,Average,,23.4,Deg C,SBCK,
GVWAT3,Creek Water,,2014-11-09,TURB,11:54:00 AM,Average,,1.76,NTU,SBCK,
GVWAT3,Creek Water,,2014-12-07,Conductivity,11:37:00 AM,Average,,1808,uS,SBCK,"W,12/2/14"
GVWAT3,Creek Water,,2014-12-07,DO,11:37:00 AM,Average,>,20,mg/L ppm,SBCK,"W,12/2/14"
GVWAT3,Creek Water,,2014-12-07,DO % Sat,11:37:00 AM,Average,>,200,% Sat,SBCK,"W,12/2/14"
GVWAT3,Creek Water,,2014-12-07,pH,11:37:00 AM,Average,,8.72,pH,SBCK,"W,12/2/14"
GVWAT3,Creek Water,,2014-12-07,Temp,11:37:00 AM,Average,,17.9,Deg C,SBCK,"W,12/2/14"
GVWAT3,Creek Water,,2014-12-07,TURB,11:37:00 AM,Average,,2.52,NTU,SBCK,"W,12/2/14"
GVWAT3,Creek Water,,2015-01-11,Conductivity,11:45:00 AM,Average,,385,uS,SBCK,W(1/10/15)
GVWAT3,Creek Water,,2015-01-11,DO,11:45:00 AM,Average,,11.53,mg/L ppm,SBCK,W(1/10/15)
GVWAT3,Creek Water,,2015-01-11,DO % Sat,11:45:00 AM,Average,,114.87,% Sat,SBCK,W(1/10/15)
GVWAT3,Creek Water,,2015-01-11,pH,11:45:00 AM,Average,,7.7,pH,SBCK,W(1/10/15)
GVWAT3,Creek Water,,2015-01-11,Temp,11:45:00 AM,Average,,15.5,Deg C,SBCK,W(1/10/15)
GVWAT3,Creek Water,,2015-01-11,TURB,11:45:00 AM,Average,,14.1,NTU,SBCK,W(1/10/15)
GVWAT3,Creek Water,,2015-02-08,Conductivity,11:25:00 AM,Average,,799,uS,SBCK,W(2/7/15)
GVWAT3,Creek Water,,2015-02-08,DO,11:25:00 AM,Average,,15.55,mg/L ppm,SBCK,W(2/7/15)
GVWAT3,Creek Water,,2015-02-08,DO % Sat,11:25:00 AM,Average,,170.17,% Sat,SBCK,W(2/7/15)
GVWAT3,Creek Water,,2015-02-08,pH,11:25:00 AM,Average,,8.97,pH,SBCK,W(2/7/15)
GVWAT3,Creek Water,,2015-02-08,Temp,11:25:00 AM,Average,,20.1,Deg C,SBCK,W(2/7/15)
GVWAT3,Creek Water,,2015-02-08,TURB,11:25:00 AM,Average,,6.2,NTU,SBCK,W(2/7/15)
GVWAT3,Creek Water,,2015-03-08,Conductivity,10:45:00 AM,Average,,1804,uS,SBCK,
GVWAT3,Creek Water,,2015-03-08,DO,10:45:00 AM,Average,,20.09,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2015-03-08,DO % Sat,10:45:00 AM,Average,,207.87,% Sat,SBCK,
GVWAT3,Creek Water,,2015-03-08,pH,10:45:00 AM,Average,,8.9,pH,SBCK,
GVWAT3,Creek Water,,2015-03-08,Temp,10:45:00 AM,Average,,17.2,Deg C,SBCK,
GVWAT3,Creek Water,,2015-03-08,TURB,10:45:00 AM,Average,,3.31,NTU,SBCK,
GVWAT3,Creek Water,,2015-04-12,Conductivity,11:19:00 AM,Average,,1553,uS,SBCK,
GVWAT3,Creek Water,,2015-04-12,DO,11:19:00 AM,Average,,16.07,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2015-04-12,DO % Sat,11:19:00 AM,Average,,176,% Sat,SBCK,
GVWAT3,Creek Water,,2015-04-12,pH,11:19:00 AM,Average,,8.84,pH,SBCK,
GVWAT3,Creek Water,,2015-04-12,Temp,11:19:00 AM,Average,,19.9,Deg C,SBCK,
GVWAT3,Creek Water,,2015-04-12,TURB,11:19:00 AM,Average,,8.77,NTU,SBCK,
GVWAT3,Creek Water,,2015-05-17,Conductivity,12:07:00 PM,Average,,938,uS,SBCK,
GVWAT3,Creek Water,,2015-05-17,DO,12:07:00 PM,Average,,16.75,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2015-05-17,DO % Sat,12:07:00 PM,Average,,193.95,% Sat,SBCK,
GVWAT3,Creek Water,,2015-05-17,pH,12:07:00 PM,Average,,9.14,pH,SBCK,
GVWAT3,Creek Water,,2015-05-17,Temp,12:07:00 PM,Average,,23.1,Deg C,SBCK,
GVWAT3,Creek Water,,2015-05-17,TURB,12:07:00 PM,Average,,2.32,NTU,SBCK,
GVWAT3,Creek Water,,2015-06-14,Conductivity,11:07:00 AM,Average,,1520,uS,SBCK,
GVWAT3,Creek Water,,2015-06-14,DO,11:07:00 AM,Average,,19.71,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2015-06-14,DO % Sat,11:07:00 AM,Average,,218.23,% Sat,SBCK,
GVWAT3,Creek Water,,2015-06-14,pH,11:07:00 AM,Average,,8.93,pH,SBCK,
GVWAT3,Creek Water,,2015-06-14,Temp,11:07:00 AM,Average,,20.2,Deg C,SBCK,
GVWAT3,Creek Water,,2015-06-14,TURB,11:07:00 AM,Average,,3.67,NTU,SBCK,
GVWAT3,Creek Water,,2015-07-12,Conductivity,10:58:00 AM,Average,,1886,uS,SBCK,
GVWAT3,Creek Water,,2015-07-12,DO,10:58:00 AM,Average,,14.92,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2015-07-12,DO % Sat,10:58:00 AM,Average,,190.27,% Sat,SBCK,
GVWAT3,Creek Water,,2015-07-12,pH,10:58:00 AM,Average,,8.66,pH,SBCK,
GVWAT3,Creek Water,,2015-07-12,Temp,10:58:00 AM,Average,,28,Deg C,SBCK,
GVWAT3,Creek Water,,2015-07-12,TURB,10:58:00 AM,Average,,44.33,NTU,SBCK,
GVWAT3,Creek Water,,2015-08-02,Conductivity,11:51:00 AM,Average,,1968,uS,SBCK,
GVWAT3,Creek Water,,2015-08-02,DO,11:51:00 AM,Average,,20.07,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2015-08-02,DO % Sat,11:51:00 AM,Average,,275.53,% Sat,SBCK,
GVWAT3,Creek Water,,2015-08-02,pH,11:51:00 AM,Average,,8.69,pH,SBCK,
GVWAT3,Creek Water,,2015-08-02,Temp,11:51:00 AM,Average,,32.2,Deg C,SBCK,
GVWAT3,Creek Water,,2015-08-02,TURB,11:51:00 AM,Average,,11.67,NTU,SBCK,
GVWAT3,Creek Water,,2015-09-13,Conductivity,11:40:00 AM,Average,,2160,uS,SBCK,
GVWAT3,Creek Water,,2015-09-13,DO,11:40:00 AM,Average,,14.11,mg/L ppm,SBCK,
GVWAT3,Creek Water,,2015-09-13,DO % Sat,11:40:00 AM,Average,,184.63,% Sat,SBCK,
GVWAT3,Creek Water,,2015-09-13,pH,11:40:00 AM,Average,,8.65,pH,SBCK,
GVWAT3,Creek Water,,2015-09-13,Temp,11:40:00 AM,Average,,29.3,Deg C,SBCK,
