station id,water year,year,month,day,dailyrain,code
334,1973,1973,1,29,0.07,E311
334,1973,1973,2,3,0.78,E311
334,1973,1973,2,4,0.15,E311
334,1973,1973,2,5,0.26,E311
334,1973,1973,2,6,0.68,E311
334,1973,1973,2,7,0.17,E311
334,1973,1973,2,9,0.11,E311
334,1973,1973,2,10,1.84,E311
334,1973,1973,2,11,0.85,E311
334,1973,1973,2,12,0.68,E311
334,1973,1973,2,14,0.1,E311
334,1973,1973,2,24,0.76,E311
334,1973,1973,2,27,1.73,E311
334,1973,1973,2,28,0.17,E311
334,1973,1973,3,6,0.11,E311
334,1973,1973,3,8,0.5,E311
334,1973,1973,3,11,0.2,E311
334,1973,1973,3,19,0.49,E311
334,1973,1973,3,20,0.52,E311
334,1973,1973,3,21,0.29,E311
334,1973,1973,8,4,0.01,E311
334,1974,1973,10,8,0.07,E311
334,1974,1973,10,22,0.14,E311
334,1974,1973,10,23,0.14,E311
334,1974,1973,11,14,0.11,E311
334,1974,1973,11,17,0.16,E311
334,1974,1973,11,18,1.08,E440
334,1974,1973,11,19,0.02,E311
334,1974,1973,11,22,0.41,E311
334,1974,1973,12,1,1.09,E311
334,1974,1973,12,21,0.19,E311
334,1974,1973,12,27,0.05,E311
334,1974,1973,12,31,0.1,E311
334,1974,1974,1,2,0.01,E311
334,1974,1974,1,4,1.95,E440
334,1974,1974,1,5,1.17,E440
334,1974,1974,1,6,0.55,E311
334,1974,1974,1,7,1.45,E311
334,1974,1974,1,8,1.95,E311
334,1974,1974,1,9,0.02,E311
334,1974,1974,1,12,0.15,E311
334,1974,1974,1,13,0.14,E311
334,1974,1974,1,17,0.32,E311
334,1974,1974,1,18,0.46,E311
334,1974,1974,1,20,0.25,E311
334,1974,1974,2,28,0.22,E311
334,1974,1974,3,1,1.25,E311
334,1974,1974,3,2,0.69,E311
334,1974,1974,3,3,0.17,E311
334,1974,1974,3,7,1.2,E311
334,1974,1974,3,8,0.03,E311
334,1974,1974,3,25,0.08,E311
334,1974,1974,3,26,0.66,E311
334,1974,1974,3,27,0.15,E311
334,1974,1974,3,28,0.03,E311
334,1974,1974,3,30,0.34,E311
334,1974,1974,4,1,0.17,E311
334,1974,1974,4,23,0.01,E311
334,1974,1974,4,24,0.01,E311
334,1974,1974,7,30,0.01,E311
334,1975,1974,9,11,0,E311
334,1975,1974,9,12,0,E311
334,1975,1974,10,7,0.02,E311
334,1975,1974,10,8,0,E311
334,1975,1974,10,20,0,E311
334,1975,1974,10,21,0,E311
334,1975,1974,10,23,0,E311
334,1975,1974,10,27,0,E311
334,1975,1974,10,28,0.55,E311
334,1975,1974,10,29,0.02,E311
334,1975,1974,10,31,0,E311
334,1975,1974,11,21,0.06,E311
334,1975,1974,12,3,2.58,E311
334,1975,1974,12,4,0.73,E311
334,1975,1974,12,27,1.09,E311
334,1975,1974,12,28,1.18,E311
334,1975,1974,12,30,0,E311
334,1975,1975,1,30,0.32,E311
334,1975,1975,1,31,0.21,E311
334,1975,1975,2,1,0.57,E311
334,1975,1975,2,2,1.72,E311
334,1975,1975,2,3,0.27,E311
334,1975,1975,2,4,0.36,E311
334,1975,1975,2,8,0.43,E311
334,1975,1975,2,9,1.47,E311
334,1975,1975,2,10,0.14,E311
334,1975,1975,2,13,0,E311
334,1975,1975,3,4,0,E311
334,1975,1975,3,5,1.03,E311
334,1975,1975,3,6,0.91,E311
334,1975,1975,3,7,1.44,E311
334,1975,1975,3,8,0.19,E311
334,1975,1975,3,10,0.53,E311
334,1975,1975,3,13,0.42,E311
334,1975,1975,3,16,0.12,E311
334,1975,1975,3,21,0.11,E311
334,1975,1975,3,22,0.43,E311
334,1975,1975,3,25,0,E311
334,1975,1975,4,5,0.55,E311
334,1975,1975,4,6,0.45,E311
334,1975,1975,4,8,0,E311
334,1975,1975,4,14,0,E311
334,1975,1975,4,24,0.05,E311
334,1975,1975,5,19,0,E311
334,1975,1975,5,26,0,E311
334,1975,1975,5,27,0.09,E311
334,1975,1975,5,29,0,E311
334,1975,1975,5,30,0,E311
334,1975,1975,6,3,0,E311
334,1975,1975,6,9,0,E311
334,1975,1975,6,10,0,E311
334,1975,1975,6,11,0,E311
334,1975,1975,6,13,0,E311
334,1975,1975,6,16,0,E311
334,1975,1975,6,23,0,E311
334,1975,1975,7,30,0,E311
334,1975,1975,8,18,0.01,E311
334,1976,1975,10,10,0.21,E311
334,1976,1975,10,11,0.01,E311
334,1976,1975,10,30,0.13,E311
334,1976,1975,11,28,0.15,E311
334,1976,1975,12,10,0.01,E311
334,1976,1975,12,12,0.06,E311
334,1976,1976,2,4,0.04,E311
334,1976,1976,2,5,0.89,E311
334,1976,1976,2,6,0.22,E311
334,1976,1976,2,7,0.59,E311
334,1976,1976,2,8,0.77,E311
334,1976,1976,2,9,2.05,E311
334,1976,1976,2,10,1.11,E440
334,1976,1976,2,14,0.02,E311
334,1976,1976,2,23,0.09,E311
334,1976,1976,2,29,0.21,E311
334,1976,1976,3,1,1.1,E440
334,1976,1976,3,2,0.52,E311
334,1976,1976,3,3,0.08,E311
334,1976,1976,3,9,0.02,E311
334,1976,1976,4,3,0.08,E311
334,1976,1976,4,8,0.27,E311
334,1976,1976,4,10,0.02,E311
334,1976,1976,4,11,0.09,E311
334,1976,1976,4,12,0.4,E311
334,1976,1976,4,13,0.03,E311
334,1976,1976,6,10,0.19,E311
334,1977,1976,9,5,0.03,E311
334,1977,1976,9,10,1.74,E311
334,1977,1976,9,11,0.48,E311
334,1977,1976,9,28,1.79,E311
334,1977,1976,9,29,0.09,E311
334,1977,1976,10,1,2.4,E311
334,1977,1976,11,11,1.1,E311
334,1977,1976,12,30,0.58,E311
334,1977,1976,12,31,0.49,E311
334,1977,1977,1,2,2.09,E311
334,1977,1977,1,5,0.41,E311
334,1977,1977,1,6,0.96,E311
334,1977,1977,1,20,0.12,E311
334,1977,1977,1,28,0.02,E311
334,1977,1977,2,23,0.19,E311
334,1977,1977,3,15,0.04,E311
334,1977,1977,3,16,1.17,E311
334,1977,1977,3,24,0.22,E311
334,1977,1977,3,25,0.11,E311
334,1977,1977,5,1,0.01,E311
334,1977,1977,5,7,0.39,E311
334,1977,1977,5,8,1.17,E311
334,1977,1977,5,9,0.17,E311
334,1977,1977,5,11,0.02,E311
334,1977,1977,5,12,0.07,E311
334,1977,1977,6,9,0.04,E311
334,1977,1977,8,16,0.26,E311
334,1978,1977,11,5,0.1,E311
334,1978,1977,12,17,0.43,E311
334,1978,1977,12,21,0.1,E311
334,1978,1977,12,22,0.01,E311
334,1978,1977,12,23,0.17,E311
334,1978,1977,12,25,0.12,E311
334,1978,1977,12,26,0.32,E311
334,1978,1977,12,27,2.31,E311
334,1978,1977,12,28,0.94,E311
334,1978,1978,1,3,0.26,E311
334,1978,1978,1,4,0.16,E311
334,1978,1978,1,5,0.17,E311
334,1978,1978,1,6,0.61,E311
334,1978,1978,1,9,1.25,E311
334,1978,1978,1,10,1.08,E311
334,1978,1978,1,14,2.62,E311
334,1978,1978,1,15,0.03,E311
334,1978,1978,1,16,2,E311
334,1978,1978,1,18,0.14,E311
334,1978,1978,1,19,0.2,E311
334,1978,1978,2,5,0.9,E311
334,1978,1978,2,6,0.22,E311
334,1978,1978,2,7,1.54,E311
334,1978,1978,2,8,2.49,E311
334,1978,1978,2,9,2.13,E311
334,1978,1978,2,10,0.54,E311
334,1978,1978,2,12,1.25,E311
334,1978,1978,2,13,0.13,E311
334,1978,1978,2,27,0.08,E311
334,1978,1978,2,28,1.23,E311
334,1978,1978,3,1,0.59,E311
334,1978,1978,3,2,1.54,E311
334,1978,1978,3,3,0.85,E311
334,1978,1978,3,4,1.7,E311
334,1978,1978,3,5,0.26,E311
334,1978,1978,3,9,1.26,E311
334,1978,1978,3,21,0.18,E311
334,1978,1978,3,22,1.86,E311
334,1978,1978,3,29,0.11,E311
334,1978,1978,3,30,1,E311
334,1978,1978,3,31,0.73,E311
334,1978,1978,4,4,0.49,E311
334,1978,1978,4,6,0.35,E311
334,1978,1978,4,7,0.05,E311
334,1978,1978,4,15,0.99,E311
334,1978,1978,4,25,0.12,E311
334,1978,1978,6,1,0.01,E311
334,1978,1978,8,9,0.01,E311
334,1978,1978,8,12,0.01,E311
334,1979,1978,9,4,0.94,E311
334,1979,1978,9,5,0.33,E311
334,1979,1978,11,11,0.36,E311
334,1979,1978,11,13,0.5,E311
334,1979,1978,11,21,0.3,E311
334,1979,1978,11,22,0.43,E311
334,1979,1978,12,1,0.03,E311
334,1979,1978,12,17,0.43,E311
334,1979,1978,12,18,0.4,E311
334,1979,1978,12,19,0.25,E311
334,1979,1979,1,3,0.01,E311
334,1979,1979,1,5,2.13,E311
334,1979,1979,1,6,0.29,E311
334,1979,1979,1,8,0.04,E311
334,1979,1979,1,9,0.08,E311
334,1979,1979,1,14,0.25,E311
334,1979,1979,1,15,0.47,E311
334,1979,1979,1,16,0.27,E311
334,1979,1979,1,18,0.15,E311
334,1979,1979,1,30,0.33,E311
334,1979,1979,1,31,0.72,E311
334,1979,1979,2,2,0.2,E311
334,1979,1979,2,13,1.09,E311
334,1979,1979,2,14,0.04,E311
334,1979,1979,2,16,0.17,E311
334,1979,1979,2,20,1.32,E311
334,1979,1979,2,21,0.28,E311
334,1979,1979,2,22,0.7,E311
334,1979,1979,2,23,0.07,E311
334,1979,1979,2,28,0.01,E311
334,1979,1979,3,1,0.6,E311
334,1979,1979,3,13,0.01,E311
334,1979,1979,3,15,0.21,E311
334,1979,1979,3,16,1.18,E311
334,1979,1979,3,17,0.02,E311
334,1979,1979,3,19,0.1,E311
334,1979,1979,3,27,0.78,E311
334,1979,1979,3,28,1.56,E311
334,1979,1979,3,29,0.55,E311
334,1979,1979,3,30,0.56,E311
334,1979,1979,5,8,0.04,E311
334,1980,1979,9,29,0.41,E311
334,1980,1979,10,19,0.02,E311
334,1980,1979,10,20,0.55,E311
334,1980,1979,10,25,0.02,E311
334,1980,1979,11,3,0.16,E311
334,1980,1979,11,7,0.44,E311
334,1980,1979,11,17,0.06,E311
334,1980,1979,12,21,0.07,E311
334,1980,1979,12,24,2.03,E311
334,1980,1980,1,7,0.08,E311
334,1980,1980,1,8,0.42,E311
334,1980,1980,1,9,0.85,E311
334,1980,1980,1,10,0.53,E311
334,1980,1980,1,11,1.43,E311
334,1980,1980,1,12,0.4,E311
334,1980,1980,1,13,0.55,E311
334,1980,1980,1,14,0.54,E311
334,1980,1980,1,15,0.02,E311
334,1980,1980,1,16,0.07,E311
334,1980,1980,1,17,0.11,E311
334,1980,1980,1,28,0.91,E311
334,1980,1980,1,29,0.01,E311
334,1980,1980,2,13,0.25,E311
334,1980,1980,2,14,0.17,E311
334,1980,1980,2,15,0.47,E311
334,1980,1980,2,16,3.11,E311
334,1980,1980,2,17,2.08,E311
334,1980,1980,2,18,0.24,E311
334,1980,1980,2,19,0.48,E311
334,1980,1980,2,20,1.32,E311
334,1980,1980,2,21,0.02,E311
334,1980,1980,3,2,0.68,E311
334,1980,1980,3,3,0.14,E311
334,1980,1980,3,5,0.53,E311
334,1980,1980,3,6,0.47,E311
334,1980,1980,3,25,0.18,E311
334,1980,1980,4,5,0.06,E311
334,1980,1980,4,22,0.32,E311
334,1980,1980,4,28,0.12,E311
334,1980,1980,5,9,0.04,E311
334,1980,1980,5,10,0.07,E311
334,1980,1980,5,20,0.1,E311
334,1980,1980,7,2,0.4,E311
334,1981,1980,10,10,0.01,E311
334,1981,1980,12,3,0.31,E311
334,1981,1980,12,4,0.59,E311
334,1981,1981,1,12,0.01,E311
334,1981,1981,1,22,0.7,E311
334,1981,1981,1,23,0.3,E311
334,1981,1981,1,27,1.32,E311
334,1981,1981,1,28,0.73,E311
334,1981,1981,1,29,0.7,E311
334,1981,1981,2,8,1.22,E311
334,1981,1981,2,9,0.68,E311
334,1981,1981,2,26,1.01,E311
334,1981,1981,2,28,0.58,E311
334,1981,1981,3,1,1.9,E311
334,1981,1981,3,2,1.33,E311
334,1981,1981,3,4,1.68,E311
334,1981,1981,3,5,0.57,E311
334,1981,1981,3,19,0.93,E311
334,1981,1981,3,21,0.23,E311
334,1981,1981,3,22,0.19,E311
334,1981,1981,4,18,0.24,E311
334,1981,1981,4,19,0.16,E311
334,1982,1981,10,29,0.68,
334,1982,1981,11,16,0.51,
334,1982,1981,11,17,0.05,
334,1982,1981,11,30,1.22,
334,1982,1981,12,21,0.02,
334,1982,1981,12,30,0.61,
334,1982,1981,12,31,0.02,
334,1982,1982,1,4,0.18,
334,1982,1982,1,5,0.93,
334,1982,1982,1,11,0.02,
334,1982,1982,1,20,0.79,
334,1982,1982,1,21,0.97,
334,1982,1982,1,29,0.08,
334,1982,1982,2,8,0.01,
334,1982,1982,2,11,0.36,
334,1982,1982,2,16,0.1,
334,1982,1982,3,2,0.78,
334,1982,1982,3,3,0.02,
334,1982,1982,3,10,0.01,
334,1982,1982,3,11,0.39,
334,1982,1982,3,12,0.77,
334,1982,1982,3,15,0.57,
334,1982,1982,3,16,0.24,
334,1982,1982,3,17,1.03,
334,1982,1982,3,18,0.66,
334,1982,1982,3,19,0.07,
334,1982,1982,3,26,0.39,
334,1982,1982,3,29,0.16,
334,1982,1982,3,30,0.46,
334,1982,1982,3,31,0.01,
334,1982,1982,4,1,1.05,
334,1982,1982,4,2,0.07,
334,1982,1982,4,12,1.78,
334,1982,1982,6,17,0.02,
334,1983,1982,9,9,0.61,
334,1983,1982,9,18,0.09,
334,1983,1982,9,24,0.01,
334,1983,1982,9,27,0.83,
334,1983,1982,10,26,0.24,
334,1983,1982,10,31,0.49,
334,1983,1982,11,9,0.74,
334,1983,1982,11,10,1.08,
334,1983,1982,11,11,0.09,
334,1983,1982,11,19,1.02,
334,1983,1982,11,23,0.05,
334,1983,1982,11,29,0.54,
334,1983,1982,11,30,1.3,
334,1983,1982,12,1,0.22,
334,1983,1982,12,22,0.47,
334,1983,1982,12,23,1.35,
334,1983,1983,1,19,1.02,
334,1983,1983,1,24,4.42,
334,1983,1983,1,25,0.13,
334,1983,1983,1,27,2.54,
334,1983,1983,1,28,0.4,
334,1983,1983,1,31,1.62,
334,1983,1983,2,3,0.16,
334,1983,1983,2,7,0.47,
334,1983,1983,2,8,1.06,
334,1983,1983,2,14,0.66,
334,1983,1983,2,24,0.6,
334,1983,1983,2,28,4,
334,1983,1983,3,1,1.03,
334,1983,1983,3,2,1.4,
334,1983,1983,3,3,0.51,
334,1983,1983,3,4,0.16,
334,1983,1983,3,7,0.15,
334,1983,1983,3,14,0.29,
334,1983,1983,3,17,0.23,
334,1983,1983,3,18,0.52,
334,1983,1983,3,21,0.96,
334,1983,1983,3,23,0.15,
334,1983,1983,3,24,0.59,
334,1983,1983,3,25,0.1,
334,1983,1983,3,28,0.1,
334,1983,1983,4,18,1.44,
334,1983,1983,4,19,0.49,
334,1983,1983,4,20,0.56,
334,1983,1983,4,21,0.61,
334,1983,1983,4,25,0.04,
334,1983,1983,4,28,0.27,
334,1983,1983,4,29,0.4,
334,1983,1983,4,30,0.12,
334,1983,1983,5,1,0.18,
334,1983,1983,5,2,0.27,
334,1983,1983,8,15,0.05,
334,1983,1983,8,18,0.02,
334,1983,1983,8,19,1.47,
334,1983,1983,8,20,0.01,
334,1984,1983,9,30,0.67,
334,1984,1983,10,1,3.3,
334,1984,1983,10,7,0.04,
334,1984,1983,11,1,0.04,
334,1984,1983,11,2,1.05,
334,1984,1983,11,11,0.57,
334,1984,1983,11,14,0.45,
334,1984,1983,11,17,0.02,
334,1984,1983,11,21,0.07,
334,1984,1983,11,25,0.94,
334,1984,1983,12,1,0.03,
334,1984,1983,12,5,0.99,
334,1984,1983,12,12,1.05,
334,1984,1983,12,27,3.34,
334,1984,1984,1,17,0.06,
334,1984,1984,2,2,0.03,
334,1984,1984,3,14,0.73,
334,1984,1984,4,6,0.03,
334,1984,1984,4,19,0.1,
334,1984,1984,7,23,0.04,
334,1984,1984,8,27,0.13,
334,1985,1984,9,11,0.03,
334,1985,1984,9,12,0.44,
334,1985,1984,9,24,0.04,
334,1985,1984,10,17,0.45,
334,1985,1984,11,8,0.67,
334,1985,1984,11,13,0.76,
334,1985,1984,11,16,0.15,
334,1985,1984,11,17,0.03,
334,1985,1984,11,19,0.03,
334,1985,1984,11,26,0.58,
334,1985,1984,11,28,0.2,
334,1985,1984,12,3,0.25,
334,1985,1984,12,4,0.01,
334,1985,1984,12,8,0.99,
334,1985,1984,12,10,0.23,
334,1985,1984,12,11,0.22,
334,1985,1984,12,16,0.74,
334,1985,1984,12,18,0.04,
334,1985,1984,12,19,1.17,
334,1985,1984,12,20,0.8,
334,1985,1985,1,7,0.08,
334,1985,1985,1,8,0.09,
334,1985,1985,1,10,0.4,
334,1985,1985,1,29,0.26,
334,1985,1985,2,4,0.02,
334,1985,1985,2,9,2.53,
334,1985,1985,3,2,0.01,
334,1985,1985,3,3,0.03,
334,1985,1985,3,6,0.17,
334,1985,1985,3,7,0.53,
334,1985,1985,3,10,0.03,
334,1985,1985,3,11,0.14,
334,1985,1985,3,18,0.12,
334,1985,1985,3,27,0.59,
334,1985,1985,3,28,0.12,
334,1985,1985,3,29,0.18,
334,1985,1985,4,18,0.08,
334,1986,1985,9,5,0.02,
334,1986,1985,9,26,0.02,
334,1986,1985,10,6,0.01,
334,1986,1985,10,10,0.03,
334,1986,1985,10,21,0.03,
334,1986,1985,10,22,0.45,
334,1986,1985,11,11,0.42,
334,1986,1985,11,12,0.01,
334,1986,1985,11,25,1.52,
334,1986,1985,11,26,0.78,
334,1986,1985,11,30,1.12,
334,1986,1985,12,2,0.75,
334,1986,1985,12,3,0.14,
334,1986,1985,12,30,0.11,
334,1986,1986,1,6,0.62,
334,1986,1986,1,30,1.02,
334,1986,1986,1,31,0.09,
334,1986,1986,2,1,0.58,
334,1986,1986,2,3,0.1,
334,1986,1986,2,8,0.04,
334,1986,1986,2,12,0.12,
334,1986,1986,2,13,2.18,
334,1986,1986,2,14,1.08,
334,1986,1986,2,15,1.98,
334,1986,1986,2,16,0.17,
334,1986,1986,2,17,0.02,
334,1986,1986,2,18,0.35,
334,1986,1986,2,19,0.82,
334,1986,1986,3,8,0.68,
334,1986,1986,3,9,1.04,
334,1986,1986,3,10,1.01,
334,1986,1986,3,11,0.23,
334,1986,1986,3,12,0.24,
334,1986,1986,3,14,0.48,
334,1986,1986,3,16,1.96,
334,1986,1986,3,17,0.41,
334,1986,1986,4,4,0.46,
334,1986,1986,4,6,0.31,
334,1987,1986,9,24,0.09,
334,1987,1986,9,25,1.09,
334,1987,1986,11,18,0.41,
334,1987,1986,12,6,0.43,
334,1987,1986,12,20,0.01,
334,1987,1987,1,5,0.83,
334,1987,1987,1,7,0.53,
334,1987,1987,2,9,0.22,
334,1987,1987,2,10,0.4,
334,1987,1987,2,13,0.06,
334,1987,1987,2,14,0.99,
334,1987,1987,2,15,0.2,
334,1987,1987,2,22,0.02,
334,1987,1987,2,24,0.06,
334,1987,1987,2,25,0.11,
334,1987,1987,2,26,0.12,
334,1987,1987,3,5,1.25,
334,1987,1987,3,6,2.34,
334,1987,1987,3,13,0.17,
334,1987,1987,3,15,0.1,
334,1987,1987,3,22,0.58,
334,1987,1987,4,29,0.02,
334,1987,1987,4,30,0.17,
334,1988,1987,10,22,0.12,
334,1988,1987,10,23,1.24,
334,1988,1987,10,24,0.13,
334,1988,1987,10,28,0.27,
334,1988,1987,10,29,0.04,
334,1988,1987,10,31,0.13,
334,1988,1987,11,1,0.07,
334,1988,1987,11,4,0.07,
334,1988,1987,11,5,0.61,
334,1988,1987,11,18,0.11,
334,1988,1987,12,5,1.07,
334,1988,1987,12,7,0.19,
334,1988,1987,12,16,0.59,
334,1988,1987,12,17,0.05,
334,1988,1987,12,18,0.03,
334,1988,1987,12,28,0.28,
334,1988,1987,12,29,0.5,
334,1988,1987,12,30,0.25,
334,1988,1988,1,5,1.12,
334,1988,1988,1,6,0.15,
334,1988,1988,1,18,1.48,
334,1988,1988,2,2,0.14,
334,1988,1988,2,27,0.04,
334,1988,1988,2,29,1.05,
334,1988,1988,3,1,0.8,
334,1988,1988,3,2,0.02,
334,1988,1988,4,15,0.96,
334,1988,1988,4,19,0.06,
334,1988,1988,4,20,1.54,
334,1988,1988,4,21,0.21,
334,1988,1988,4,22,0.01,
334,1988,1988,4,23,0.49,
334,1988,1988,4,24,0.04,
334,1988,1988,6,24,0.01,
334,1989,1988,10,6,0.02,
334,1989,1988,10,14,0.01,
334,1989,1988,11,14,0.25,
334,1989,1988,11,24,0.25,
334,1989,1988,11,25,0.61,
334,1989,1988,12,16,0.46,
334,1989,1988,12,17,1.69,
334,1989,1988,12,18,0.48,
334,1989,1988,12,20,0.14,
334,1989,1988,12,21,0.93,
334,1989,1988,12,23,0.34,
334,1989,1988,12,24,0.05,
334,1989,1988,12,25,0.5,
334,1989,1988,12,28,0.02,
334,1989,1988,12,31,0.14,
334,1989,1989,1,1,0.02,
334,1989,1989,1,4,0.03,
334,1989,1989,1,5,0.01,
334,1989,1989,1,6,0.23,
334,1989,1989,1,7,0.01,
334,1989,1989,1,24,0.09,
334,1989,1989,2,4,0.75,
334,1989,1989,2,5,0.04,
334,1989,1989,2,8,0.78,
334,1989,1989,2,9,1.03,
334,1989,1989,2,10,0.02,
334,1989,1989,3,2,0.51,
334,1989,1989,3,3,0.05,
334,1989,1989,3,25,0.14,
334,1989,1989,3,26,0.01,
334,1989,1989,4,25,0.19,
334,1989,1989,4,26,0.02,
334,1989,1989,5,10,0.25,
334,1989,1989,5,23,0.02,
334,1990,1989,9,17,0.02,
334,1990,1989,10,23,0.29,
334,1990,1989,10,24,0.21,
334,1990,1989,11,26,0.44,
334,1990,1990,1,2,0.17,
334,1990,1990,1,13,1.52,
334,1990,1990,1,14,0.87,
334,1990,1990,1,15,0.29,
334,1990,1990,1,16,0.03,
334,1990,1990,1,17,0.17,
334,1990,1990,1,31,0.09,
334,1990,1990,2,5,0.5,
334,1990,1990,2,17,1.37,
334,1990,1990,2,18,0.17,
334,1990,1990,2,19,0.01,
334,1990,1990,3,3,0.01,
334,1990,1990,4,17,0.14,
334,1990,1990,5,28,0.72,
334,1991,1990,9,21,0.11,
334,1991,1990,9,23,0.03,
334,1991,1990,11,20,0.1,
334,1991,1990,11,26,0.03,
334,1991,1990,12,12,0.02,
334,1991,1990,12,20,0.01,
334,1991,1991,1,3,0.02,
334,1991,1991,1,4,0.96,
334,1991,1991,1,5,0.28,
334,1991,1991,1,9,0.17,
334,1991,1991,1,10,0.34,
334,1991,1991,2,27,0.09,
334,1991,1991,2,28,3.04,
334,1991,1991,3,1,1.76,
334,1991,1991,3,2,0.16,
334,1991,1991,3,5,0.56,
334,1991,1991,3,11,0.04,
334,1991,1991,3,13,0.07,
334,1991,1991,3,14,0.15,
334,1991,1991,3,16,0.06,
334,1991,1991,3,18,2.51,
334,1991,1991,3,19,3.71,
334,1991,1991,3,20,1.07,
334,1991,1991,3,21,0.13,
334,1991,1991,3,25,0.87,
334,1991,1991,3,26,0.53,
334,1991,1991,3,27,0.89,
334,1991,1991,4,21,0.02,
334,1991,1991,6,28,0.18,
334,1991,1991,6,29,0.23,
334,1992,1991,9,9,0.02,
334,1992,1991,10,27,0.27,
334,1992,1991,11,18,0.1,
334,1992,1991,12,8,0.09,
334,1992,1991,12,28,1.28,
334,1992,1991,12,29,0.77,
334,1992,1991,12,30,1.36,
334,1992,1992,1,3,0.41,
334,1992,1992,1,4,0.21,
334,1992,1992,1,5,0.99,
334,1992,1992,1,6,0.53,
334,1992,1992,1,7,0.05,
334,1992,1992,1,8,0.31,
334,1992,1992,2,6,0.45,
334,1992,1992,2,7,0.09,
334,1992,1992,2,8,0.06,
334,1992,1992,2,10,1.07,
334,1992,1992,2,11,1.27,
334,1992,1992,2,12,2.84,
334,1992,1992,2,13,0.41,
334,1992,1992,2,14,0.01,
334,1992,1992,2,15,1.14,
334,1992,1992,2,16,0.02,
334,1992,1992,2,17,0.28,
334,1992,1992,2,20,0.06,
334,1992,1992,2,21,0.01,
334,1992,1992,3,2,0.23,
334,1992,1992,3,3,0.24,
334,1992,1992,3,4,0.02,
334,1992,1992,3,6,0.78,
334,1992,1992,3,7,0.03,
334,1992,1992,3,8,0.05,
334,1992,1992,3,20,0.39,
334,1992,1992,3,21,0.83,
334,1992,1992,3,22,0.09,
334,1992,1992,3,23,0.93,
334,1992,1992,3,24,0.12,
334,1992,1992,3,26,0.01,
334,1992,1992,3,27,0.14,
334,1992,1992,3,31,0.02,
334,1992,1992,4,2,0.02,
334,1992,1992,5,7,0.06,
334,1992,1992,5,24,0.02,
334,1992,1992,6,5,0.02,
334,1992,1992,7,9,0.03,
334,1992,1992,7,12,0.2,
334,1992,1992,7,13,0.17,
334,1993,1992,10,22,0.01,
334,1993,1992,10,30,1.12,
334,1993,1992,10,31,0.21,
334,1993,1992,12,3,0.03,
334,1993,1992,12,4,0.36,
334,1993,1992,12,7,1.88,
334,1993,1992,12,8,0.29,
334,1993,1992,12,11,0.26,
334,1993,1992,12,12,0.01,
334,1993,1992,12,18,0.12,
334,1993,1992,12,29,0.85,
334,1993,1992,12,30,0.43,
334,1993,1993,1,2,0.44,
334,1993,1993,1,6,0.09,
334,1993,1993,1,7,2.49,
334,1993,1993,1,8,0.74,
334,1993,1993,1,9,0.02,
334,1993,1993,1,10,0.09,
334,1993,1993,1,11,0.23,
334,1993,1993,1,13,2.21,
334,1993,1993,1,14,0.51,
334,1993,1993,1,15,0.26,
334,1993,1993,1,16,0.9,
334,1993,1993,1,17,0.15,
334,1993,1993,1,18,1.28,
334,1993,1993,1,19,0.12,
334,1993,1993,2,8,2.29,
334,1993,1993,2,9,0.18,
334,1993,1993,2,10,0.03,
334,1993,1993,2,18,0.52,
334,1993,1993,2,19,1.16,
334,1993,1993,2,21,0.34,
334,1993,1993,2,22,0.02,
334,1993,1993,2,23,1.07,
334,1993,1993,2,24,0.01,
334,1993,1993,2,26,0.47,
334,1993,1993,2,27,0.02,
334,1993,1993,2,28,0.02,
334,1993,1993,3,17,0.01,
334,1993,1993,3,25,1.86,
334,1993,1993,3,26,3.12,
334,1993,1993,3,27,0.06,
334,1993,1993,3,28,0.91,
334,1993,1993,5,25,0.03,
334,1993,1993,6,5,0.44,
334,1993,1993,7,28,0.01,
334,1994,1993,10,11,0.2,
334,1994,1993,11,11,0.59,
334,1994,1993,11,20,0.06,
334,1994,1993,11,30,0.92,
334,1994,1993,12,12,1,
334,1994,1993,12,14,0.35,
334,1994,1993,12,18,0.1,
334,1994,1994,1,24,0.33,
334,1994,1994,1,25,0.83,
334,1994,1994,2,4,0.65,
334,1994,1994,2,7,1.42,
334,1994,1994,2,8,0.82,
334,1994,1994,2,17,1.45,
334,1994,1994,2,19,0.1,
334,1994,1994,2,20,1.4,
334,1994,1994,3,6,0.55,
334,1994,1994,3,19,0.28,
334,1994,1994,3,20,0.08,
334,1994,1994,3,25,0.98,
334,1994,1994,4,9,0.27,
334,1994,1994,4,24,0.04,
334,1994,1994,4,25,0.05,
334,1994,1994,4,26,0.22,
334,1994,1994,4,27,0.01,
334,1994,1994,5,7,0.06,
334,1994,1994,5,8,0.09,
334,1994,1994,5,17,0.12,
334,1994,1994,5,18,0.03,
334,1994,1994,8,20,0.03,
334,1995,1994,9,23,0.02,
334,1995,1994,10,4,0.15,
334,1995,1994,10,5,0.27,
334,1995,1994,11,8,0.28,
334,1995,1994,11,10,1.4,
334,1995,1994,11,26,0.14,
334,1995,1994,12,13,0.18,
334,1995,1994,12,15,0.04,
334,1995,1994,12,25,0.69,
334,1995,1995,1,3,1,
334,1995,1995,1,4,0.95,
334,1995,1995,1,5,2.4,
334,1995,1995,1,7,0.87,
334,1995,1995,1,8,0.04,
334,1995,1995,1,9,1.7,
